,Poker_group_id,value,revenuedate
133,GOP3,90976.8005,2020-05-13 00:00:00+00:00
134,GOP3,94415.2022,2020-05-14 00:00:00+00:00
135,GOP3,105181.4632,2020-05-15 00:00:00+00:00
136,GOP3,82852.9667,2020-05-16 00:00:00+00:00
137,GOP3,82172.4682,2020-05-17 00:00:00+00:00
138,GOP3,79789.5782,2020-05-18 00:00:00+00:00
139,GOP3,87003.2288,2020-05-19 00:00:00+00:00
140,GOP3,96970.5535,2020-05-20 00:00:00+00:00
141,GOP3,94867.0334,2020-05-21 00:00:00+00:00
142,GOP3,109569.7982,2020-05-22 00:00:00+00:00
143,GOP3,96580.7653,2020-05-23 00:00:00+00:00
144,GOP3,82459.2901000001,2020-05-24 00:00:00+00:00
145,GOP3,95019.865,2020-05-25 00:00:00+00:00
146,GOP3,96497.8442,2020-05-26 00:00:00+00:00
147,GOP3,79098.7259,2020-05-27 00:00:00+00:00
148,GOP3,96831.0134,2020-05-28 00:00:00+00:00
149,GOP3,106143.8464,2020-05-29 00:00:00+00:00
150,GOP3,92952.7906,2020-05-30 00:00:00+00:00
151,GOP3,84362.0096,2020-05-31 00:00:00+00:00
152,GOP3,94536.6622,2020-06-01 00:00:00+00:00
153,GOP3,89391.8736,2020-06-02 00:00:00+00:00
154,GOP3,96046.1261,2020-06-03 00:00:00+00:00
155,GOP3,107438.2894,2020-06-04 00:00:00+00:00
156,GOP3,98593.3728,2020-06-05 00:00:00+00:00
157,GOP3,96345.6256,2020-06-06 00:00:00+00:00
158,GOP3,81804.3757,2020-06-07 00:00:00+00:00
159,GOP3,83938.1927,2020-06-08 00:00:00+00:00
160,GOP3,83900.9976,2020-06-09 00:00:00+00:00
161,GOP3,84295.637,2020-06-10 00:00:00+00:00
162,GOP3,81566.6246,2020-06-11 00:00:00+00:00
163,GOP3,97072.1917,2020-06-12 00:00:00+00:00
164,GOP3,89520.6285,2020-06-13 00:00:00+00:00
165,GOP3,83255.7051,2020-06-14 00:00:00+00:00
166,GOP3,82487.3536,2020-06-15 00:00:00+00:00
167,GOP3,68381.9647,2020-06-16 00:00:00+00:00
168,GOP3,75425.7147,2020-06-17 00:00:00+00:00
169,GOP3,78042.686,2020-06-18 00:00:00+00:00
170,GOP3,75573.2411,2020-06-19 00:00:00+00:00
171,GOP3,75860.5813,2020-06-20 00:00:00+00:00
172,GOP3,66971.0939,2020-06-21 00:00:00+00:00
173,GOP3,74315.8742,2020-06-22 00:00:00+00:00
174,GOP3,72237.1197,2020-06-23 00:00:00+00:00
175,GOP3,92598.5516,2020-06-24 00:00:00+00:00
176,GOP3,86905.5418,2020-06-25 00:00:00+00:00
177,GOP3,106600.1699,2020-06-26 00:00:00+00:00
178,GOP3,79689.0582,2020-06-27 00:00:00+00:00
179,GOP3,83329.6005,2020-06-28 00:00:00+00:00
180,GOP3,89459.0236,2020-06-29 00:00:00+00:00
181,GOP3,85828.9468,2020-06-30 00:00:00+00:00
182,GOP3,84501.337,2020-07-01 00:00:00+00:00
183,GOP3,75573.4147,2020-07-02 00:00:00+00:00
184,GOP3,95295.7188,2020-07-03 00:00:00+00:00
185,GOP3,78003.5892,2020-07-04 00:00:00+00:00
186,GOP3,77691.6184,2020-07-05 00:00:00+00:00
187,GOP3,81445.3131,2020-07-06 00:00:00+00:00
188,GOP3,80773.9935,2020-07-07 00:00:00+00:00
189,GOP3,94426.9513,2020-07-08 00:00:00+00:00
190,GOP3,85217.442,2020-07-09 00:00:00+00:00
191,GOP3,86010.6775,2020-07-10 00:00:00+00:00
192,GOP3,83631.0194,2020-07-11 00:00:00+00:00
193,GOP3,75335.4863,2020-07-12 00:00:00+00:00
194,GOP3,80065.1293,2020-07-13 00:00:00+00:00
195,GOP3,81356.2927,2020-07-14 00:00:00+00:00
196,GOP3,76619.3596,2020-07-15 00:00:00+00:00
197,GOP3,73335.3299,2020-07-16 00:00:00+00:00
198,GOP3,85266.169,2020-07-17 00:00:00+00:00
199,GOP3,79627.9033,2020-07-18 00:00:00+00:00
200,GOP3,73086.9551,2020-07-19 00:00:00+00:00
201,GOP3,78921.962,2020-07-20 00:00:00+00:00
202,GOP3,73510.653,2020-07-21 00:00:00+00:00
203,GOP3,70086.8801,2020-07-22 00:00:00+00:00
204,GOP3,75986.7368,2020-07-23 00:00:00+00:00
205,GOP3,92672.5661,2020-07-24 00:00:00+00:00
206,GOP3,80896.1577,2020-07-25 00:00:00+00:00
207,GOP3,76229.6066999999,2020-07-26 00:00:00+00:00
208,GOP3,73616.848,2020-07-27 00:00:00+00:00
209,GOP3,69823.7972,2020-07-28 00:00:00+00:00
210,GOP3,70077.4885,2020-07-29 00:00:00+00:00
211,GOP3,70455.382,2020-07-30 00:00:00+00:00
212,GOP3,81045.5477,2020-07-31 00:00:00+00:00
213,GOP3,84368.081,2020-08-01 00:00:00+00:00
214,GOP3,70039.0418,2020-08-02 00:00:00+00:00
215,GOP3,82451.0806,2020-08-03 00:00:00+00:00
216,GOP3,75295.8882,2020-08-04 00:00:00+00:00
217,GOP3,73719.9238,2020-08-05 00:00:00+00:00
218,GOP3,75063.3267,2020-08-06 00:00:00+00:00
219,GOP3,79732.508,2020-08-07 00:00:00+00:00
220,GOP3,73965.036,2020-08-08 00:00:00+00:00
221,GOP3,68741.9387,2020-08-09 00:00:00+00:00
222,GOP3,65176.9081,2020-08-10 00:00:00+00:00
223,GOP3,69255.8967,2020-08-11 00:00:00+00:00
224,GOP3,78073.2862,2020-08-12 00:00:00+00:00
225,GOP3,70799.2534,2020-08-13 00:00:00+00:00
226,GOP3,80063.1755,2020-08-14 00:00:00+00:00
227,GOP3,73219.7043999999,2020-08-15 00:00:00+00:00
228,GOP3,66065.9198,2020-08-16 00:00:00+00:00
229,GOP3,67983.8674,2020-08-17 00:00:00+00:00
230,GOP3,73440.1906,2020-08-18 00:00:00+00:00
231,GOP3,77456.9442,2020-08-19 00:00:00+00:00
232,GOP3,75448.7231999999,2020-08-20 00:00:00+00:00
233,GOP3,77678.5038,2020-08-21 00:00:00+00:00
234,GOP3,68696.7209,2020-08-22 00:00:00+00:00
235,GOP3,66483.8878,2020-08-23 00:00:00+00:00
236,GOP3,70484.4232,2020-08-24 00:00:00+00:00
237,GOP3,70445.7023,2020-08-25 00:00:00+00:00
238,GOP3,68015.4059,2020-08-26 00:00:00+00:00
239,GOP3,68024.3217,2020-08-27 00:00:00+00:00
240,GOP3,84090.1773,2020-08-28 00:00:00+00:00
241,GOP3,72663.6081,2020-08-29 00:00:00+00:00
242,GOP3,71040.5655,2020-08-30 00:00:00+00:00
243,GOP3,77504.1341,2020-08-31 00:00:00+00:00
244,GOP3,80915.793,2020-09-01 00:00:00+00:00
245,GOP3,75793.1485,2020-09-02 00:00:00+00:00
246,GOP3,74931.6009999999,2020-09-03 00:00:00+00:00
247,GOP3,82476.3326000001,2020-09-04 00:00:00+00:00
248,GOP3,78615.9134,2020-09-05 00:00:00+00:00
249,GOP3,67684.4705,2020-09-06 00:00:00+00:00
250,GOP3,74073.4202,2020-09-07 00:00:00+00:00
251,GOP3,66663.957372,2020-09-08 00:00:00+00:00
252,GOP3,84625.189839,2020-09-09 00:00:00+00:00
253,GOP3,88901.702195,2020-09-10 00:00:00+00:00
254,GOP3,89757.396944,2020-09-11 00:00:00+00:00
255,GOP3,79335.993282,2020-09-12 00:00:00+00:00
